,comm_date,author,author_id,likes,comment,video_id
60,2024-12-07T00:50:56Z,@mawarda50setia52,UC2fr0ZGhz6VwawTCrwm-bLQ,1,"ORANG YG BAIK ,ORANG YG MENGAKAKUI KESALAHANYA & MAU MEMPERBAIKINYA...",jFyQPbcXSGQ
61,2024-12-07T00:46:43Z,@sutiyem0042,UCVM-_LwiS535ynUczAJlyZg,0,"Salut dgn gus mifrah mau mengundurkan diri berarti tdk gila jabatan 
Selanjutnya bagai mana dgn fufufafa dn lainnya     yg terlibat korupsi dn terlibat judol 
Apa msh tetap bertahan dn tdk punya perasaan",jFyQPbcXSGQ
62,2024-12-07T00:46:39Z,@cutnurlaili1240,UCk1rB5YEC1aGozxDRAwi9Lg,0,"Dlm agama sangat di larang menghina org,apalagi ustazd tau itu,tp di lakukan jg,itulah kbsaran allah menghina mka kita akan terhindar, baik buruknya kelakuan kita smua di kembalikan untuk kita",jFyQPbcXSGQ
63,2024-12-07T00:42:59Z,@AlhamAlham-db3uk,UCQURqAq9k4ws21O2DsgDs8g,0,Ini orang ngak Pantas jadi Orang penting dalam barisan bapak Presiden..ini orang harus di pecat,jFyQPbcXSGQ
64,2024-12-07T00:40:53Z,@SriMaunahh,UCbeKypXKYFA_6tj8sUmgtAg,0,sungguh sangat bijaksana sekali hati gus miftah...semoga engkau dipanjangkan umurmu gus🙏🤲🤲🤲,jFyQPbcXSGQ
65,2024-12-07T00:37:19Z,@anitasafitri2388,UCWToOniteusap0hSJpBnRnA,0,"Bukan hanya menjatuh kan harga diri bpk prabowo, menjatuhkan harga diri dan memalukan keluarga nya sendiri. Mulut mu harimau mu, jaga lisan jaga sikap seorang pendakwa masyarakat. Kejadian gus miftah ini sangat"" penting buat amin rais. Bila bersalah, akui lah kesalahan itu. Allah maha pema'af dan penyayang,,",jFyQPbcXSGQ
66,2024-12-07T00:32:39Z,@cuwekwok,UCJsHzmbHl2Fox3SC35-jSfw,0,Mundur ucapan dgn .menangis itu asli nya berat untuk mundur karna jabatan dri presden hhhhh  lucu  jngan cok pintR sendir klo suda di panggil gos  kok se enaknya bicara menghina kpd orang kecill dosa,jFyQPbcXSGQ
67,2024-12-07T00:27:02Z,@Ellittabella,UCZFG8EevMo8jM6r4hmse-HA,0,Semua kejadian ini kita ambil hikmahnya yang terbaik semoga Gus Mifta tetap sehat semangat panjang umur murah rezekinya dan selalu ada dalam lindungan Allah subhanahu Wa ta'ala tidak ada manusia yang tidak salah gusmitah sendiri udah sangat gentlemen mengakui kesalahannya dan dia meminta maaf kepada seluruh rakyat Indonesia yang merasa dikecewakan semoga kedepannya Gus Miftah lebih memperbaiki ucapan lagi dan semoga tidak terulang kembali dengan kesalahan yang sama tetap semangat dan teruslah berdakwah utk kaum yang lemah ilmunya...,jFyQPbcXSGQ
68,2024-12-07T00:26:23Z,@mugen519,UChNqwvSZ5h7mdkBAv0dvBdw,0,4:55,jFyQPbcXSGQ
69,2024-12-07T00:26:22Z,@FatonaharifinArifin,UCxcnFFfF3Y8wp0zrd_itOvw,0,"Miftah itu bukan da'wah  ,tapi guyon thokkk",jFyQPbcXSGQ
70,2024-12-07T00:26:01Z,@cuwekwok,UCJsHzmbHl2Fox3SC35-jSfw,0,Mifta   Sendiri  malu  dgn bicara  nya yg selalu tdk sopan selama dakwA di mana saja ber ada  tdk pantas di lihat di dngar orang gila la seneng melihat ceramah  Mifta kenapa nangis aslinya berat kecewa,jFyQPbcXSGQ
71,2024-12-07T00:25:31Z,@mugen519,UChNqwvSZ5h7mdkBAv0dvBdw,0,😂,jFyQPbcXSGQ
72,2024-12-07T00:25:16Z,@candrahondamotor106,UCi6IWSAb5YM4vPIdyKkoBfw,0,"bukan hasil istikoroh,tp tau tau diri 😅👍",jFyQPbcXSGQ
73,2024-12-07T00:24:00Z,@candrahondamotor106,UCi6IWSAb5YM4vPIdyKkoBfw,0,"biyuh,pembina keagamaan ternyata 🤦🏻‍♂️🤦🏻‍♂️",jFyQPbcXSGQ
74,2024-12-07T00:20:06Z,@wiwikindarwati7214,UCesd0fNUv0eL1WgycUAuK8w,0,"biyuh kok iso nNgis abot pora melepas pora jabatan kui ,
suk meneh ngati"" ucapane kuii,",jFyQPbcXSGQ
75,2024-12-07T00:19:46Z,@ratlanchanel7471,UC9WrloolNZzuZjZc6NFX9fw,0,Nanti sudah viral baru banyak cerita😅,jFyQPbcXSGQ
76,2024-12-07T00:11:52Z,@yayansupriyanto4140,UCfquZmI-jDzUSeUL4d4-BhA,0,"Padahal yang sebenarnya dia di Pecat, tapi diminta menyampaikan mengundurkan diri agar kelihatan lebih baik... !!!",jFyQPbcXSGQ
77,2024-12-06T23:59:00Z,@YonoNo-q6n,UCA8OHDm_CZ9IRjA5Gwu5GAg,0,"Ya. itu lebih baik mundur Gus mifah karena menjagah nama baik kabinet pak prabowo dengan satria mengakui kesalahan dan kekilafkan dan mundur dari kabinet bisa buat pembelajaran pejabat lain dan mundurnya gus mifa karena cinta dan tanggung jawabnya pada presiden dan bukan tekanan dari manapun ini sebage tanggung jawab apa yg diya lakukan, bahwa jabatan ini sementara  untu bisa buat contoh lainnya,",jFyQPbcXSGQ
78,2024-12-06T23:54:54Z,@AsNawi-z6q,UCNwFMt2LTvqCGDDXFrfFeZQ,0,Bagus sbelum ku pcat tttt ha ha...,jFyQPbcXSGQ
79,2024-12-06T23:53:34Z,@romyscr86adie4,UCP58BZoHNXq8BXUxZsBzEQw,0,Sehat n sukses,jFyQPbcXSGQ
80,2024-12-06T23:50:19Z,@MukaidatulMunawaroh,UC80WUdpFfZHsBuouIYu8cGA,0,"Aku kok melok mewek Gus....tp Gus, itu keputusan tepat dan sangat tepat .",jFyQPbcXSGQ
81,2024-12-06T23:48:18Z,@AsNawi-z6q,UCNwFMt2LTvqCGDDXFrfFeZQ,0,"Ĺya lah bro. Tau diri,anda bodoh ,ora ono toto kromo ,adat sopan santun",jFyQPbcXSGQ
82,2024-12-06T23:47:59Z,@luneblanche8006,UCqrHZABbf2ER4ovufG8Ug0A,0,"Ga ada yg maksa mundur??? Istikharah? Lahhh viral di medsos, netijen udeh julid, apa bujan krn itu? Coba kalau ga viral, ga nyadar khan",jFyQPbcXSGQ
83,2024-12-06T23:44:22Z,@mustofaahmed8776,UCfKDX-F88uiurZ41d0Ge-iQ,0,Gus2!!!😅😢,jFyQPbcXSGQ
84,2024-12-06T23:41:30Z,@samsurikumis703,UCGyXyy7DCcziKZ9fmRayVwA,0,Baguslah kalau sadar diri,jFyQPbcXSGQ
85,2024-12-06T23:38:12Z,@jajangmuhammad7445,UCqq-HljnB6DsWUmaPuKztNw,0,Pastinya sudah di suruh mengundurkan diri...soalnya lawan penguasa sama rakyat klw melawan habis lah dia sama penguasanya jika orang ini masih bercokol di penguasa...,jFyQPbcXSGQ
86,2024-12-06T23:35:32Z,@FebriEngkong,UCTwdf4D6YQbXddIgA6q_1UQ,0,Sekarang anda menangis karena apa?,jFyQPbcXSGQ
87,2024-12-06T23:32:05Z,@sitiafsiyah6685,UCOOLmriH-SaiD97XqjwrJUw,0,Bagus sikap jentel. Yang repot udah salah nga mau minta maaf itu kurang ajar. Sok benar dan pinter sebdri,jFyQPbcXSGQ
88,2024-12-06T23:31:54Z,@ismanizarsolin5148,UCZCTcekpRZdFTB8ppQVe3HQ,0,Ngapain nangis waktu menghina gagah x,jFyQPbcXSGQ
89,2024-12-06T23:31:38Z,@mioro3925,UCukvFwU0k0l39pKYHGeenmA,0,Harusnya fufufafa di gusmiftahkan,jFyQPbcXSGQ
90,2024-12-06T23:31:33Z,@edygaron5612,UCKCMImwUbwWiqNGYb37BOKg,0,"Harapan masyarakat rakyat kecil Indonesia, semua penjabat jentelman seperti Pak Miftah",jFyQPbcXSGQ
91,2024-12-06T23:30:41Z,@ismanizarsolin5148,UCZCTcekpRZdFTB8ppQVe3HQ,0,"Inilah cara Allah memalukannya di depan umat, itu yg ketawa saat Miftah bicara ketawa ngakak orng nggak punya hati, gimana bapak itu di malukan didpn orng banyak,gimana kalau kamu diketawain orng banyak pula....malu juga kan.",jFyQPbcXSGQ
92,2024-12-06T23:27:22Z,@AhmatAditya000,UCQRV8eLe1sm4iKgXWnniRQA,0,Makanya jangan suka mehina gak pantas jadi dakwa ngajarkan yag gak baik,jFyQPbcXSGQ
93,2024-12-06T23:27:12Z,@ismanizarsolin5148,UCZCTcekpRZdFTB8ppQVe3HQ,0,"Memang harus keluar sombong ustad apa itu buat malu, siapa pun yg masukan ke kabinet Prabowo ??....banyak ustad santun di Indonesia ini.",jFyQPbcXSGQ
94,2024-12-06T23:26:10Z,@isnaeni7884,UC6JcBo0LS4-MiFizUEurwGg,0,"dari pada dipecat kn lebih baik mengundurkan diri

Klo dipecat kn malu",jFyQPbcXSGQ
95,2024-12-06T23:26:01Z,@SupryAdi-v5m,UCSf2el0-Zgdw7fv3-MQ1OGg,0,"contoh yg baik pada masrakat dan khusus pada pejabat semua,top Gus....",jFyQPbcXSGQ
